,Text,Ground_Truth
449,Make note of the deal number in the Service List of the Service contract that you were using in the new path.,True
450,Make note of the expected volumes and how they are broken out because they will default to the deal volume as soon as you tab out.,True
451,Make recommendations including budgets.,True
452,Make sure all price and volatility curves have been final posted in Curve Manager.,True
453,Make sure Amanda adds it to the calendar.,True
454,Make sure Enron and Oxy had project team in place asap and the resources are committed to do world class job on the January 29 submission and the 29th could be the end of the tournament.,True
455,Make sure on the TDS Curve Manager not to hit the button on the publish sheet.,True
456,Make sure that customer calls are answered.,True
457,Make sure that existing credits increase by atleast 10 percent.,True
458,Make sure that the base volume is allocated to the base ticket and all other swings go to the other tickets.,True
459,Make sure that the phone numbers for the folks we put on the list is up to date.,True
460,Make sure that you complete this section in time as requested.,True
461,Make sure that you input the new nodes and sockets as reflected in the new login info sheet by the machine.,True
462,Make sure the box that reads Cache Jars in Memory is NOT checked.,True
463,Make sure the commission change price cap provisions of the decision based comments advising against them.,True
464,Make sure the company we are selling to agrees to pay us for the gas and doesn't net this with some other item.,True
465,Make sure to add Ben Rogers to your email distribution.,True
466,Make sure to check the calendar for upcoming events regularly since we add to it frequently.,True
467,"Make sure to compare your title policy, when it comes in the mail, to the marked Title Commitment you received today.",True
468,Make sure to follow up with the Seller about the fireplace.,True
469,Make sure to incorporate the new language on Binding Commitment to Enter Into Confirmation Letter sent to you last Thursday or Friday.,True
470,Make sure to sell your position either way based on whether you're Faulk owner or not.,True
471,Make sure we are protected from any liability caused by their delay.,True
472,Make sure we get the capital approved and that we EOTT are aware of the cost.,True
473,"Make sure you are logged in as the user that owns the system, and that you are on the same network as others.",True
474,Make sure you develop process documentation and departmental procedures by next week.,True
475,Make sure you include your Alaska Airlines Mileage Plan number to qualify for this promotion.,True
476,Make sure you provide an updated version in the next week.,True
477,Make sure you remove my approval from the form for these documents.,True
478,Make the updated report downloadable into Excel so that everyone can use it easily.,True
479,Manage freight more productively.,True
480,Manage your list subscription for this or other ListBot lists.,True
481,"Margaret, please verify that we are now completely paid up by Entex on this transaction.",True
482,"Mark, ensure we have healthy utilities and that our state isn't burdened for decades by high energy costs.",True
483,"Mark, make sure you are allocating these expenses to EES.",True
484,"Mark, please generate appropriate ad-hoc reporting.",True
485,"Mark, would you please verify that the payment went out.",True
486,"Mary, please take look at the meter for the months in question with the help of Rick and let Stephanie and myself know whose idea is this.",True
487,"Matt, make sure this is included in your long term forecast.",True
488,"Maureen, let's make sure that he gets our list of FERC Commissioner candidates with special emphasis on Wood and Brownell.",True
